,answers.0.values,answers.1.values,answers.10.values,answers.2.values,answers.3.values,answers.4.values,answers.5.values,answers.6.values,answers.7.values,answers.8.values,createdAt,country
1205,Turkey,bursa,Tuncay Eren Albayrak,basketbol,öğrenci,,,,,,2021-04-01 15:25:35.374000+00:00,Turkey
1206,Turkey,i̇stanbul,,a milli,hemşire,,,,,,2021-04-01 09:44:02.005000+00:00,Turkey
1207,Turkey,balıkesir,05305083799,fenerbahçe,işçi,,,,,,2021-04-01 15:28:35.329000+00:00,Turkey
1208,Turkey,ankara,,fenerbahçe,serbest,,,,,,2021-04-01 15:02:01.847000+00:00,Turkey
1209,Turkey,ankara,yakup_unsal06.çöm,beşiktaş,esnaf,,,,,,2021-04-01 12:26:29.750000+00:00,Turkey
1210,Turkey,van,Yok,fenerbahçe,serbest,,,,,,2021-04-01 12:21:46.948000+00:00,Turkey
1211,Turkey,kayseri,,fenerbahçe,öğrenci,,,,,,2021-04-01 12:22:04.956000+00:00,Turkey
1212,Turkey,konya,,galatasaray,radyoloji teknisyeni,,,,,,2021-04-01 12:19:18.866000+00:00,Turkey
1213,Turkey,i̇stanbul,mertozan02,beşiktaş,öğrenci̇,,,,,,2021-04-01 12:19:43.306000+00:00,Turkey
1214,Turkey,samsun,,galatasaray,ticaret,,,,,,2021-04-01 12:29:53.738000+00:00,Turkey
1215,Turkey,kastamonu,,lazio,öğrenci,,,,,,2021-04-01 11:39:10.104000+00:00,Turkey
1216,Turkey,istanbul,Kazanmak istiyorum,galatasaray,şöför,,,,,,2021-04-01 11:39:18.090000+00:00,Turkey
1217,Turkey,konya,,galatasaray,radyoloji teknikeri,,,,,,2021-04-01 11:38:21.072000+00:00,Turkey
1218,Turkey,i̇stanbul,Yok,galatasaray,öğretmen,,,,,,2021-04-01 11:34:41.792000+00:00,Turkey
1219,Turkey,sivas,Yoktur bir fikrim,sivasspor ,muhendis,,,,,,2021-04-01 13:04:39.813000+00:00,Turkey
1220,Turkey,mersin,Yardımlaşarak kazanmak,fenerbahçe,muhasebe,,,,,,2021-04-01 11:24:07.941000+00:00,Turkey
1221,Turkey,kahramanmaraş,,galatasaray,öğrenci,,,,,,2021-04-01 12:31:50.474000+00:00,Turkey
1222,Turkey,eskişehir,05070598772,fenerbahçe,i̇şçi,,,,,,2021-04-01 11:55:47.586000+00:00,Turkey
1223,Turkey,erzurum,Daha fazla yatırımcı bulmamız gerekebilir ,beşiktaş,makine mühendisi,,,,,,2021-04-01 11:00:05.510000+00:00,Turkey
1224,Turkey,samsun,,galatasaray,amele,,,,,,2021-04-01 10:58:42.755000+00:00,Turkey
1225,Turkey,ankara,: @EmuSSaMe. Kripto para piyasasını belli bir seviye bilen ve farklı projeleri incelemiş birisiyim. Geliştirmek için farklı fikirlerin olabilir.,beşiktaş,memur,,,,,,2021-04-01 10:55:18.218000+00:00,Turkey
1226,Turkey,ankara,,beşiktaş,polis,,,,,,2021-04-01 10:54:50.578000+00:00,Turkey
1227,Turkey,i̇stanbul,,beşiktaş,ev hanımi,,,,,,2021-04-01 10:42:48.462000+00:00,Turkey
1228,Turkey,ankara,Yok,beşiktaş,öğrenci,,,,,,2021-04-01 10:39:18.794000+00:00,Turkey
1229,Turkey,osmaniye,,fenerbahçe,şoför,,,,,,2021-04-01 10:47:58.808000+00:00,Turkey
1230,Turkey,i̇stanbul,Yok,beşiktaş,sales manager,,,,,,2021-04-01 10:39:13.041000+00:00,Turkey
1231,Turkey,ordu,İclalsece1903,beşiktaş,öğrenci,,,,,,2021-04-01 10:47:40.363000+00:00,Turkey
1232,Turkey,şanlıurfa,,beşiktaş,öğretmen,,,,,,2021-04-01 10:31:49.452000+00:00,Turkey
1233,Turkey,çanakkale,", önce bir araştırma yapayım size düşüncelerimi iletirim",fenerbahçe,taksici,,,,,,2021-04-01 10:29:44.827000+00:00,Turkey
1234,Turkey,nevsehir, ,beşiktaş,kasap,,,,,,2021-04-01 10:14:56.774000+00:00,Turkey
1235,Turkey,adana,,galatasaray,öğrenci,,,,,,2021-04-01 10:57:55.464000+00:00,Turkey
1236,Turkey,i̇stanbul,Şu an yok,fenerbahçe,i̇şçi,,,,,,2021-04-01 12:33:01.523000+00:00,Turkey
1237,Turkey,şırnak,,galatasaray,şoför,,,,,,2021-04-01 12:54:43.780000+00:00,Turkey
1238,Turkey,i̇stanbul,,beşiktaş,esnaf,,,,,,2021-04-01 12:51:08.161000+00:00,Turkey
1239,Turkey,kırşehir,    ,beşiktaş,mühendis,,,,,,2021-04-01 21:19:50.530000+00:00,Turkey
1240,Turkey,i̇stanbul,,galatasaray,doktor,,,,,,2021-04-01 14:47:55.641000+00:00,Turkey
1241,Turkey,çanakkale,,beşiktaş,memur,,,,,,2021-04-01 16:12:20.545000+00:00,Turkey
1242,Turkey,i̇stanbul,... ,fenerbahçe,serbest,,,,,,2021-04-01 14:45:35.712000+00:00,Turkey
1243,Turkey,amasya,,beşiktaş,i̇sci,,,,,,2021-04-01 14:34:29.187000+00:00,Turkey
1244,Turkey,antalya,Emeğinize sağlık,galatasaray,emekli,,,,,,2021-04-01 14:28:32.404000+00:00,Turkey
1245,Turkey,hatay,,fenerbahçe,öğrenci,,,,,,2021-04-01 14:25:00.102000+00:00,Turkey
1246,Turkey,ankara,Gerçekten ileriye dönük harika bir proje olmuş ellerinize sağlık ,fenerbahçe,mühendis,,,,,,2021-04-01 14:38:20.293000+00:00,Turkey
1247,Turkey,denizli,Huseyin.aksitt instagram ,galatasaray,teknisyen,,,,,,2021-04-01 14:15:56.626000+00:00,Turkey
1248,Turkey,bursa,Düşünüyorum,trabzonspor,i̇şçi,,,,,,2021-04-01 14:09:13.782000+00:00,Turkey
1249,Turkey,düzce,Fikrim yok,fenerbahçe,öğrenci,,,,,,2021-04-01 14:12:15.156000+00:00,Turkey
1250,Turkey,ankara,Proje gerçekten hoşuma gitti ve projenin üniversitelerde yüksek lisans tezlerinde anket yapmak isteyen projesiyle ilgili genel görüşleri almak isteyen kişiler için faydalı olabileceğini düşünüyorum bu konuda katkıda bulunabilirim. Teşekkürler  adresim : ,galatasaray,öğrenci,,,,,,2021-04-01 13:58:29.070000+00:00,Turkey
1251,Turkey,manisa,,fenerbahçe,tıbbi laboratuvar teknikeri,,,,,,2021-04-01 13:49:58.637000+00:00,Turkey
1252,Turkey,kocaeli,,galatasaray,öğrenci,,,,,,2021-04-01 13:49:44.270000+00:00,Turkey
1253,Turkey,i̇stanbul,Yok,galatasaray,yok,,,,,,2021-04-01 13:45:48.353000+00:00,Turkey
1254,Turkey,denizli,,galatasaray,teknisyen,,,,,,2021-04-01 13:39:29.576000+00:00,Turkey
1255,Turkey,i̇zmir,"İnsanlara kuracakları projerler hakkında isim önerisini birçok kişi tarafından oylanarak seçme şansı verebilirsiniz. Örn; ben bir şirket kurmak istiyorum ,şirketim için aklımda 5 tane isim var ve ben bu isimleri sizin programinz sayesinde milyon kişinin fikrini alarak seçmeme yardımcı olmanız. Buradan bu hizmeti almak için sizin tokeninizi almam gerekebilir :)",galatasaray,amele,,,,,,2021-04-01 13:31:43.096000+00:00,Turkey
1256,Turkey,izmir,05529411756 aslında pek bir fikrim yok ama katkıda bulunmak isterim,galatasaray,basketbolcu,,,,,,2021-04-01 13:44:33.516000+00:00,Turkey
1257,Turkey,ankara,Bilemiyorum,galatasaray,i̇şçi,,,,,,2021-04-01 13:22:14.036000+00:00,Turkey
1258,Turkey,bilecik,,galatasaray,tıbbi sekreter,,,,,,2021-04-01 16:37:51.897000+00:00,Turkey
1259,Turkey,balıkesir,,galatasaray,öğretmen,,,,,,2021-04-01 13:20:53.655000+00:00,Turkey
1260,Turkey,i̇stanbul,,beşiktaş,teknisyen,,,,,,2021-04-01 13:20:28.345000+00:00,Turkey
1261,Turkey,mersin,Yok,fenerbahçe,reklamcı,,,,,,2021-04-01 13:09:12.215000+00:00,Turkey
1262,Turkey,afyonkarahisar,Yok,fenerbahçe,öğrenci,,,,,,2021-04-01 13:14:20.355000+00:00,Turkey
1263,Turkey,i̇stanbul,Beklemedeyim,beşiktaş,lojistik,,,,,,2021-04-01 13:11:08.609000+00:00,Turkey
1264,Turkey,i̇stanbul,.,beşiktaş,çalışmıyor,,,,,,2021-04-01 13:36:28.051000+00:00,Turkey
1265,Turkey,aydin,Gelecek vaadediyor,galatasaray,i̇şci,,,,,,2021-04-02 10:41:27.454000+00:00,Turkey
1266,Turkey,i̇stanbul,,fenerbahçe,öğrenci,,,,,,2021-04-01 15:06:26.766000+00:00,Turkey
1267,Turkey,i̇stanbul, projenin gelişmesi için yeni anlaşmalarin yapılması gerekiyor,beşiktaş,i̇şçi,,,,,,2021-03-31 19:04:32.832000+00:00,Turkey
1268,Turkey,şırnak,Herhangi bir çalışmam olmadı ,galatasaray,polis,,,,,,2021-04-01 12:25:54.771000+00:00,Turkey
1269,Turkey,i̇stanbul,,beşiktaş,müzisyen,,,,,,2021-03-31 19:01:33.503000+00:00,Turkey
1270,Turkey,antalya, ,galatasaray,soğutmacı,,,,,,2021-04-01 15:46:11.777000+00:00,Turkey
1271,Turkey,bursa, ,bursaspor,öğrenci,,,,,,2021-04-01 09:41:04.973000+00:00,Turkey
1272,Turkey,i̇zmir,,bursaspor,veteriner,,,,,,2021-03-31 20:53:13.480000+00:00,Turkey
1273,Turkey,artvin,,beşiktaş,sofor,,,,,,2021-04-01 19:01:48.826000+00:00,Turkey
1274,Turkey,bursa,Bence twitterı daha aktif kullanmalısınız ,fenerbahçe,öğretmen,,,,,,2021-04-01 07:09:58.602000+00:00,Turkey
1275,Turkey,gaziantep, Tfb hakkinda detaylı bir bilgiye sahip değilim ama öğrenince  yayılmasına katkı sunacağım.  Kendim de yatırım yaparak gelişmesini beklemekteyim.,fenerbahçe,memur,,,,,,2021-04-01 19:03:39.995000+00:00,Turkey
1276,Turkey,konya,,galatasaray,tornacı,,,,,,2021-03-31 20:33:20.098000+00:00,Turkey
1277,Turkey,ankara,,fenerbahçe,kurye,,,,,,2021-03-31 20:02:34.698000+00:00,Turkey
1278,Turkey,ankara,Bilgim yok,ankaragücü,emekli,,,,,,2021-04-01 16:49:56.572000+00:00,Turkey
1279,Turkey,ankara,Güzel,galatasaray,i̇şçi,,,,,,2021-03-31 20:35:36.589000+00:00,Turkey
1280,Turkey,ankara,Yok,beşiktaş,serbest,,,,,,2021-03-31 19:26:59.097000+00:00,Turkey
1281,Turkey,kayseri,,galatasaray,öğrenci,,,,,,2021-03-31 19:17:55.308000+00:00,Turkey
1282,Turkey,i̇stanbul,Bende kazanmak istiyorum silerim sayesinde,beşiktaş,garson,,,,,,2021-03-31 18:53:28.005000+00:00,Turkey
1283,Turkey,i̇stanbul, kripto paralara ilgim var ,galatasaray,ev hanımı,,,,,,2021-03-31 19:33:41.263000+00:00,Turkey
1284,Turkey,zonguldak,Tfb projesini henüz yeni takibe alıyorum ,galatasaray,öğrenci ve esnaf,,,,,,2021-03-31 22:37:34.965000+00:00,Turkey
1285,Turkey,i̇stanbul,,beşiktaş,grafiker,,,,,,2021-04-01 04:58:37.889000+00:00,Turkey
1286,Turkey,i̇stanbul,Daha yeni kullanmaya başladım henüz bi fikrim yok  ,beşiktaş,ev hanımı,,,,,,2021-03-31 18:59:43.332000+00:00,Turkey
1287,Turkey,bursa, ,fenerbahçe,halkla ilişkiler,,,,,,2021-03-31 19:11:54.709000+00:00,Turkey
1288,Turkey,i̇stanbul,Tfb projesinin iyi olucağını düşünüyorum ,liverpool,avukat,,,,,,2021-03-31 19:33:00.287000+00:00,Turkey
1289,Turkey,ankara,Yok,galatasaray,serbest,,,,,,2021-04-01 00:12:39.592000+00:00,Turkey
1290,Turkey,i̇stanbul,Uygulama görünümü arayüzünü daha iyi hale getirebilirsiniz,galatasaray,dijital pazarlama,,,,,,2021-04-01 04:27:39.617000+00:00,Turkey
1291,Turkey,ankara,Henüz sizi tanımaya çalışıyorum.,galatasaray,pazarlama satış,,,,,,2021-04-01 20:52:05.076000+00:00,Turkey
1292,Turkey,i̇stanbul,a,beşiktaş,öğrenci,,,,,,2021-04-01 01:13:01.256000+00:00,Turkey
1293,Turkey,ankara,Gerçekten ileriye dönük harika bir proje olmuş ellerinize sağlık ,fenerbahçe,mühendis,,,,,,2021-04-01 14:38:20.293000+00:00,Turkey
1294,Turkey,bursa,Tuncay Eren Albayrak,basketbol,öğrenci,,,,,,2021-04-01 15:25:35.374000+00:00,Turkey
1295,Turkey,gaziantep,Evet,galatasaray,i̇sci,,,,,,2021-04-01 13:28:40.665000+00:00,Turkey
1296,Turkey,konya,Başarılar,konyaspor,serbest,,,,,,2021-04-01 10:48:25.027000+00:00,Turkey
1297,Turkey,i̇stanbul,,beşiktaş,müzisyen,,,,,,2021-03-31 19:01:33.503000+00:00,Turkey
1298,Turkey,i̇stanbul,Umarım Türk projesi olan bu proje çok daha iyi yerlere gelir ,galatasaray,kurumsal iletişim,,,,,,2021-03-31 20:49:10.603000+00:00,Turkey
1299,Turkey,istanbuk,fikrim yok,galatasaray,ogrenci,,,,,,2021-03-31 19:41:45.862000+00:00,Turkey
1300,Turkey,samsun,Binance gibi büyük borsalarda kendinizi gösterebilirseniz coinin popülerliği ve değeri artacaktır diye düşünüyorum.,samsunspor,öğrenci,,,,,,2021-04-01 09:09:58.504000+00:00,Turkey
1301,Turkey,i̇stanbul,,fenerbahçe,öğretmen,,,,,,2021-04-01 19:53:56.467000+00:00,Turkey
1302,Turkey,hatay,.,beşiktaş,tornac8,,,,,,2021-04-01 17:45:40.391000+00:00,Turkey
1303,Turkey,i̇stanbul, ,galatasaray,lojistik depo,,,,,,2021-04-01 06:51:39.206000+00:00,Turkey
1304,Turkey,çanakkale,,beşiktaş,memur,,,,,,2021-04-01 21:48:27.619000+00:00,Turkey
1305,Turkey,kocaeli,Güzel proje,galatasaray,i̇şci,,,,,,2021-04-01 16:13:22.662000+00:00,Turkey
1306,Turkey,konya,,konyaspor,öğretmen,,,,,,2021-04-01 06:59:08.044000+00:00,Turkey
1307,Turkey,osmaniye, ,galatasaray,ev hanımı,,,,,,2021-04-01 07:59:39.467000+00:00,Turkey
1308,Turkey,i̇zmi̇r,Projede faydalı olabileğimi düşünüyorum,galatasaray,i̇şçi,,,,,,2021-03-31 21:10:23.782000+00:00,Turkey
1309,Turkey,i̇zmir,Öncelikle merhaba :) ben kendimi projeye çok yakın hissediyorum. Benimle iletişim kurarsanız fikirlerimi sizinle paylaşmak isterim :) iyi çalişmalar dilerim  telefon numarası :±905434860035   kullanıcı adım :hsnyrlmzz,beşiktaş,öğretmen,,,,,,2021-04-01 21:45:14.599000+00:00,Turkey
1310,Turkey,erzurum,,bursaspor,memur,,,,,,2021-04-01 21:05:56.746000+00:00,Turkey
1311,Turkey,adana,,galatasaray,öğrenci,,,,,,2021-04-01 10:57:55.464000+00:00,Turkey
1312,Turkey,i̇stanbul,,beşiktaş,kalite,,,,,,2021-04-01 17:00:37.231000+00:00,Turkey
1313,Turkey,balıkesir, ,balıkesir spor,memur,,,,,,2021-04-01 05:37:57.176000+00:00,Turkey
1314,Turkey,istanbul, ,beaiktas,ecz kalfasi,,,,,,2021-04-01 03:21:09.362000+00:00,Turkey
1315,Turkey,ankara,: @EmuSSaMe. Kripto para piyasasını belli bir seviye bilen ve farklı projeleri incelemiş birisiyim. Geliştirmek için farklı fikirlerin olabilir.,beşiktaş,memur,,,,,,2021-04-01 10:55:18.218000+00:00,Turkey
1316,Turkey,artvin, ,galatasaray,vet,,,,,,2021-04-01 18:48:16.694000+00:00,Turkey
1317,Turkey,kastamonu,Güzel,galatasaray,öğrenci,,,,,,2021-04-01 09:38:38.394000+00:00,Turkey
1318,Turkey,ankara, mailimden ban ulaşabilirsiniz uygulamanın yararlı olduğunu düşünüyorum ,galatasaray,öğrenci,,,,,,2021-04-01 18:53:27.545000+00:00,Turkey
1319,Turkey,ankara,,beşiktaş,ev hanımı,,,,,,2021-04-01 00:02:03.685000+00:00,Turkey
1320,Turkey,zonguldak,,fenerbahçe,zabıta,,,,,,2021-03-31 20:15:35.614000+00:00,Turkey
1321,Turkey,bursa,Düşünüyorum,trabzonspor,i̇şçi,,,,,,2021-04-01 14:09:13.782000+00:00,Turkey
1322,Turkey,şırnak,Herhangi bir çalışmam olmadı ,galatasaray,polis,,,,,,2021-04-01 12:25:54.771000+00:00,Turkey
1323,Turkey,i̇stanbul,,galatasaray,mühendis,,,,,,2021-04-01 18:09:21.128000+00:00,Turkey
1324,Turkey,mersin, ,galatasaray,ögrenci,,,,,,2021-03-31 21:29:26.857000+00:00,Turkey
1325,Turkey,tekirdağ,,beşiktaş,kaptan,,,,,,2021-04-01 17:59:32.288000+00:00,Turkey
1326,Turkey,batman,5455631417 ,fenerbahçe,öğretmenim,,,,,,2021-03-31 21:07:49.253000+00:00,Turkey
1327,Turkey,adıyaman,,galatasaray,öğretmen,,,,,,2021-04-01 18:59:51.787000+00:00,Turkey
1328,Turkey,şırnak,,galatasaray,şoför,,,,,,2021-04-01 12:54:43.780000+00:00,Turkey
1329,Turkey,adana, ,galatasaray,i̇nşaatçı,,,,,,2021-04-01 17:16:57.418000+00:00,Turkey
1330,Turkey,sivas,,sivasspor,öğretmen,,,,,,2021-03-31 21:15:00.030000+00:00,Turkey
1331,Turkey,ankara,. ,fenerbahçe,öğretmen,,,,,,2021-04-01 20:20:44.589000+00:00,Turkey
1332,Turkey,rize,farklı fikirlerim yok ve sektör hakkında bilgili değilim ama uygulamaya açık ve net olan bir rehber ekleyebilirsiniz,beşiktaş,öğrenci,,,,,,2021-04-01 12:52:25.741000+00:00,Turkey
1333,Turkey,istanbul,Kazanmak istiyorum,galatasaray,şöför,,,,,,2021-04-01 11:39:18.090000+00:00,Turkey
1334,Turkey,eskişehir,05070598772,fenerbahçe,i̇şçi,,,,,,2021-04-01 11:55:47.586000+00:00,Turkey
1335,Turkey,tokat, çok fazla tfb uygulamasını yayarak geniş kitlelere ulaşmak,fenerbahçe,öğrenci,,,,,,2021-04-01 15:50:39.504000+00:00,Turkey
1336,Turkey,i̇stanbul,Yok,galatasaray,öğretmen,,,,,,2021-04-01 11:34:41.792000+00:00,Turkey
1337,Turkey,ağrılı,,galatasaray,güvenlik,,,,,,2021-04-01 15:38:09.368000+00:00,Turkey
1338,Turkey,istanbul,Daha anlaşılır olmasi,galatasaray,emekli,,,,,,2021-04-01 21:42:31.549000+00:00,Turkey
1339,Turkey,çanakkale,Binance listelemesi,galatasaray,i̇şçi,,,,,,2021-03-31 22:25:48.170000+00:00,Turkey
1340,Turkey,samsun,,galatasaray,ticaret,,,,,,2021-04-01 12:29:53.738000+00:00,Turkey
1341,Turkey,i̇stanbul,mertozan02,beşiktaş,öğrenci̇,,,,,,2021-04-01 12:19:43.306000+00:00,Turkey
1342,Turkey,i̇stanbul,,trabzonspor,esnaf,,,,,,2021-04-01 09:29:25.637000+00:00,Turkey
1343,Turkey,aksaray,Fikrim yok,galatasaray,polis,,,,,,2021-03-31 19:19:41.343000+00:00,Turkey
1344,Turkey,kayseri,,fenerbahçe,işçiyim,,,,,,2021-04-01 10:03:53.685000+00:00,Turkey
1345,Turkey,i̇stanbul,,yok,ev hanımı,,,,,,2021-04-01 07:27:41.121000+00:00,Turkey
1346,Turkey,manisa,,fenerbahçe,öğrenci,,,,,,2021-03-31 22:05:21.223000+00:00,Turkey
1347,Turkey,şanlıurfa,Serhatdemiralp,beşiktaş,öğrenci,,,,,,2021-03-31 20:41:46.945000+00:00,Turkey
1348,Turkey,kastamonu,,lazio,öğrenci,,,,,,2021-04-01 11:39:10.104000+00:00,Turkey
1349,Turkey,hatay,,fenerbahçe,öğrenci,,,,,,2021-04-01 06:37:04.831000+00:00,Turkey
1350,Turkey,izmir,Kazanmak icin elimden geleni yaparim,fenerbahçe,öğrenci,,,,,,2021-04-01 08:18:40.782000+00:00,Turkey
1351,Turkey,diyarbakır,Yok,beşiktaş,ev hanımı,,,,,,2021-03-31 20:13:54.698000+00:00,Turkey
1352,Turkey,i̇stanbul,,galatasaray,pazarlama,,,,,,2021-04-01 09:12:33.173000+00:00,Turkey
1353,Turkey,i̇stanbul,,fenerbahçe,öğrenci,,,,,,2021-04-01 15:06:26.766000+00:00,Turkey
1354,Turkey,malatya,Bilmem,galatasaray,öğrenci,,,,,,2021-04-01 09:24:03.770000+00:00,Turkey
1355,Turkey,samsun,5452615394,fenerbahçe,muhasebeci,,,,,,2021-04-01 19:50:59.595000+00:00,Turkey
1356,Turkey,şanlıurfa,,beşiktaş,öğretmen,,,,,,2021-04-01 10:31:49.452000+00:00,Turkey
1357,Turkey,istanbul,Yok,fenerbahçe,koruma,,,,,,2021-04-01 16:55:49.304000+00:00,Turkey
1358,Turkey,mersin,,fenerbahçe,gözetim,,,,,,2021-04-01 05:57:57.387000+00:00,Turkey
1359,Turkey,adana,gizem.yalcinymm ,galatasaray,muhasebe,,,,,,2021-04-01 06:18:26.755000+00:00,Turkey
1360,Turkey,eskişehir,,beşiktaş,işçi,,,,,,2021-03-31 19:51:27.180000+00:00,Turkey
1361,Turkey,bursa,su an cevaplamak istemiyorum,galatasaray,i̇sci,,,,,,2021-03-31 23:12:27.582000+00:00,Turkey
1362,Turkey,i̇stanbul,Beklemedeyim,beşiktaş,lojistik,,,,,,2021-04-01 13:11:08.609000+00:00,Turkey
1363,Turkey,van,Yuu,galatasaray,serbest,,,,,,2021-04-01 18:40:43.589000+00:00,Turkey
1364,Turkey,niğde,,fenerbahçe,öğretmen,,,,,,2021-03-31 21:14:54.234000+00:00,Turkey
1365,Turkey,antalya, ,galatasaray,gazeteci,,,,,,2021-04-01 17:54:38.022000+00:00,Turkey
1366,Turkey,i̇stanbul,,fenerbahçe,şoför,,,,,,2021-04-01 16:14:35.002000+00:00,Turkey
1367,Turkey,ankara,Bileğim yok,fenerbahçe,i̇şssiz,,,,,,2021-04-01 15:55:15.686000+00:00,Turkey
1368,Turkey,erzincan, ,fenerbahçe,öğrenci̇,,,,,,2021-04-01 10:39:32.755000+00:00,Turkey
1369,Turkey,i̇stanbul, umarım eğitimime katkı sağlayacak kazanç elde ederim,beşiktaş,diş hekimi öğrencisi,,,,,,2021-03-31 21:06:38.778000+00:00,Turkey
1370,Turkey,kahramanmaraş,Vatsap,fenerbahçe,öğrenci,,,,,,2021-03-31 19:58:38.524000+00:00,Turkey
1371,Turkey,i̇stanbul, ,fenerbahçe,ev hanımı,,,,,,2021-03-31 22:23:21.407000+00:00,Turkey
1372,Turkey,diyarbakır,?,beşiktaş,..,,,,,,2021-04-01 13:01:23.889000+00:00,Turkey
1373,Turkey,batman,Mehmetcoskun1907,fenerbahçe,muhasebeci,,,,,,2021-03-31 18:56:56.974000+00:00,Turkey
1374,Turkey,antalya,Emeğinize sağlık,galatasaray,emekli,,,,,,2021-04-01 14:28:32.404000+00:00,Turkey
1375,Turkey,balikesi̇r,,beşiktaş,elektrik mühendisi,,,,,,2021-04-01 11:35:05.753000+00:00,Turkey
1376,Turkey,i̇stanbul,Yok,galatasaray,yok,,,,,,2021-04-01 13:45:48.353000+00:00,Turkey
1377,Turkey,mersin, ,galatasaray,student,,,,,,2021-04-01 20:23:34.667000+00:00,Turkey
1378,Turkey,denizli,Sosyal platformlarda reklam  (atanok24. ),fenerbahçe,çeyiz,,,,,,2021-04-01 15:42:29.050000+00:00,Turkey
1379,Turkey,ankara,Bilemiyorum,galatasaray,i̇şçi,,,,,,2021-04-01 13:22:14.036000+00:00,Turkey
1380,Turkey,i̇stanbul,,beşiktaş,ev hanımi,,,,,,2021-04-01 10:42:48.462000+00:00,Turkey
1381,Turkey,balıkesir,Bende burdayım. ,galatasaray,i̇şsiz,,,,,,2021-03-31 19:27:44.867000+00:00,Turkey
1382,Turkey,i̇stanbul,,beşiktaş,teknisyen,,,,,,2021-04-01 13:20:28.345000+00:00,Turkey
1383,Turkey,eskişehir,selamisakarya026,galatasaray,emekli,,,,,,2021-04-01 17:52:27.542000+00:00,Turkey
1384,Turkey,kocaeli," , ,whatsapp ",fenerbahçe,özel güvenlik,,,,,,2021-04-01 18:36:57.019000+00:00,Turkey
1385,Turkey,i̇stanbul,,fenerbahçe,üretim planlama,,,,,,2021-04-01 08:31:41.472000+00:00,Turkey
1386,Turkey,bolu, ,galatasaray,çalışmıyor,,,,,,2021-04-01 07:03:14.750000+00:00,Turkey
1387,Turkey,mersin,Yok,fenerbahçe,reklamcı,,,,,,2021-04-01 13:09:12.215000+00:00,Turkey
1388,Turkey,hatay,,fenerbahçe,öğrenci,,,,,,2021-04-01 14:25:00.102000+00:00,Turkey
1389,Turkey,batman,Çok guzel ,galatasaray,tekstil,,,,,,2021-04-01 19:35:36.256000+00:00,Turkey
1390,Turkey,ankara, sadece yatırımcı olarak yer almak istiyorum,fenerbahçe,harita mühendisi,,,,,,2021-04-01 15:30:36.196000+00:00,Turkey
1391,Turkey,i̇stanbul,Eşimin önerisiyle kullanmak istiyorum güzel bir proje olduğunu düşünüyorum ,galatasaray,ev hanımı,,,,,,2021-04-01 06:18:48.640000+00:00,Turkey
1392,Turkey,samsun,Binance gibi büyük borsalarda kendinizi gösterebilirseniz coinin popülerliği ve değeri artacaktır diye düşünüyorum.,samsunspor,öğrenci,,,,,,2021-04-01 09:09:58.504000+00:00,Turkey
1393,Turkey,elazig,Yanında yım TFB,galatasaray,i̇şçi,,,,,,2021-04-01 15:39:20.625000+00:00,Turkey
1394,Turkey,ankara,,galatasaray,akademik personel,,,,,,2021-04-01 06:37:16.748000+00:00,Turkey
1395,Turkey,kütahya,gayet guzel,galatasaray,şoför,,,,,,2021-04-01 18:57:51.126000+00:00,Turkey
1396,Turkey,bursa, ,bursaspor,öğrenci,,,,,,2021-04-01 09:41:04.973000+00:00,Turkey
1397,Turkey,ankara,Yok,beşiktaş,telekomünikasyon,,,,,,2021-04-01 09:42:54.876000+00:00,Turkey
1398,Turkey,aksaray,Fikrim yok,galatasaray,polis,,,,,,2021-03-31 19:19:41.343000+00:00,Turkey
1399,Turkey,mardin,Uygulamayı başarılı buluyorum,galatasaray,öğrenci,,,,,,2021-03-31 19:58:47.432000+00:00,Turkey
1400,Turkey,uşak,,galatasaray,çiftçi,,,,,,2021-04-01 05:32:29.729000+00:00,Turkey
1401,Turkey,i̇stanbul,Tfb projesinin iyi olucağını düşünüyorum ,liverpool,avukat,,,,,,2021-03-31 19:33:00.287000+00:00,Turkey
1402,Turkey,i̇stanbul,Wp 0552 392 61 61 ,trabzonspor,i̇şçi,,,,,,2021-04-02 23:12:38.162000+00:00,Turkey
1403,Turkey,istanbul,,fenerbahçe,turkey,,,,,,2021-04-01 16:21:06.306000+00:00,Turkey
1404,Turkey,mersin,,fenerbahçe,gözetim,,,,,,2021-04-01 05:57:57.387000+00:00,Turkey
1405,Turkey,çanakkale,Binance listelemesi,galatasaray,i̇şçi,,,,,,2021-03-31 22:25:48.170000+00:00,Turkey
1406,Turkey,istanbul,05332076586,galatasaray,eğitmen,,,,,,2021-04-02 16:23:37.422000+00:00,Turkey
1407,Turkey,bursa,,galatasaray,öğrenci,,,,,,2021-04-01 10:57:15.136000+00:00,Turkey
1408,Turkey,ankara,,fenerbahçe,kurye,,,,,,2021-03-31 20:02:34.698000+00:00,Turkey
1409,Turkey,i̇zmir,,galatasaray,mühendis,,,,,,2021-03-31 20:31:08.767000+00:00,Turkey
1410,Turkey,konya,Başarılar,konyaspor,serbest,,,,,,2021-04-01 10:48:25.027000+00:00,Turkey
1411,Turkey,sinop, ,galatasaray,mermerci,,,,,,2021-03-31 23:59:58.001000+00:00,Turkey
1412,Turkey,malatya,Yok,fenerbahçe,öğrenci,,,,,,2021-04-01 12:04:09.283000+00:00,Turkey
